block_size,cache_index_and_filter_blocks,compaction_readahead_size,compression_type,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,max_background_compactions,max_background_flushes,max_bytes_for_level_multiplier,max_write_buffer_number,min_write_buffer_number_to_merge,write_buffer_size,cost,time,status,seed
1024,False,240000,lz4,1,8,256,1,1,11,1,1,1073741824,-257520,0.1,SUCCESS,1
1024,False,240000,snappy,1,0,2,-1,6,13,64,32,1073741824,-265825,0.1,SUCCESS,1
1024,False,160000,snappy,1,20,4,16,10,5,4,8,1073741824,-261452,0.1,SUCCESS,1
16,False,360000,snappy,1,64,256,4,2,12,32,32,1073741824,-247534,0.1,SUCCESS,1
1024,False,320000,snappy,2,2,36,2,-1,6,128,2,1073741824,-260905,0.1,SUCCESS,1
1,False,120000,zstd,1,0,32,64,9,12,64,4,1073741824,-218362,0.1,SUCCESS,1
256,False,320000,snappy,1,256,1,128,10,5,128,2,536870912,-236035,0.1,SUCCESS,1
1,False,280000,snappy,1,256,4,16,1,9,64,2,1073741824,-256267,0.1,SUCCESS,1
512,False,160000,lz4,1,1,2,2,10,13,1,8,1073741824,-263120,0.1,SUCCESS,1
1024,False,400000,lz4,2,20,256,32,5,14,128,1,1073741824,-259069,0.1,SUCCESS,1
1024,False,0,snappy,1,1,2,16,2,5,128,8,1073741824,-265796,0.1,SUCCESS,1
512,False,160000,snappy,1,0,2,-1,10,13,4,8,1073741824,-263456,0.1,SUCCESS,1
8,False,120000,snappy,1,4,1,2,10,10,2,32,1073741824,-248882,0.1,SUCCESS,1
512,False,120000,lz4,1,0,1,256,1,10,8,2,536870912,-235699,0.1,SUCCESS,1
4,False,200000,snappy,1,0,2,8,4,13,2,8,1073741824,-255721,0.1,SUCCESS,1
512,False,160000,zstd,1,1,2,2,10,14,4,32,1073741824,-247785,0.1,SUCCESS,1
1024,False,400000,lz4,1,20,4,16,1,5,128,1,1073741824,-259628,0.1,SUCCESS,1
1024,False,400000,lz4,2,4,256,32,2,13,1,4,1073741824,-266193,0.1,SUCCESS,1
131072,False,200000,snappy,16,4,36,-1,2,9,16,4,32,-13224,0.1,SUCCESS,1
1,False,320000,snappy,1,32,1,4,-1,8,32,1,1073741824,-253235,0.1,SUCCESS,1
512,False,360000,snappy,1,1024,2,32,2,15,32,16,1073741824,-270340,0.1,SUCCESS,1
2048,False,80000,snappy,2,1024,1,16,5,12,1,4,536870912,-220935,0.1,SUCCESS,1
16384,False,40000,zstd,1,4,64,8,3,13,8,32,1073741824,-114969,0.1,SUCCESS,1
4096,False,400000,lz4,2,20,256,32,5,12,128,16,1073741824,-242114,0.1,SUCCESS,1
1,False,160000,lz4,1,2,1,16,0,15,32,1,1073741824,-272990,0.1,SUCCESS,1
8,False,80000,zstd,1,8,128,-1,5,13,16,8,1073741824,-230337,0.1,SUCCESS,1
1,False,160000,lz4,2,2,1,16,0,15,64,1,1073741824,-255241,0.1,SUCCESS,1
